Date,Name,Year,Letterboxd URI,Rating,decade,genres,liked,tmdb_id,runtime,lang,keywords
2025-02-18,Longlegs,2024,https://boxd.it/KzLM,3.0,2020,"['Crime', 'Horror', 'Thriller']",no,1226578,101,en,"['homicide', 'fbi', 'religion and supernatural', 'haunting', 'satanism', 'barn', 'satanist', 'code', 'oregon, usa', 'flashback', 'murder', 'serial killer', 'religion', 'female protagonist', 'corpse', 'series of murders', 'violent death', 'killing spree', 'catholic', 'death', 'death in family', 'occult', 'macabre', 'satanic cult', 'clairvoyant', 'crime spree', 'rookie', 'crime investigation', 'manic', 'sadistic psychopath', 'unsettling', 'disturbed', 'scary doll', 'accomplice', '1990s', 'dread', 'creepy doll', 'psychological terror', 'singing in a car', 'haunted doll', 'homicide investigation', 'supernatural horror', 'female investigator', 'police procedural', 'children in danger', 'criminal plot', 'psychological horror', 'horrific crime', 'suspenseful', 'intense']"
2025-02-18,Safe,1995,https://boxd.it/1gKU,3.5,1990,['Drama'],no,32646,119,en,"['pollution', 'quarantine', 'chemical', 'allegory', 'housewife', 'medicine', 'suburbia', 'female protagonist', 'allergy', 'disease', 'psychiatrist', 'illness', 'san fernando valley', 'disorder', 'retreat', '1980s', 'enviromentalism', 'multiple chemical sensitivity (mcs)', 'environmental illness', 'chronic illness']"
2025-02-19,Dark Waters,2019,https://boxd.it/kaYu,3.5,2010,"['Drama', 'Thriller']",no,552178,127,en,"['pollution', 'grave', 'biography', 'based on true story', 'lawsuit', 'west virginia', 'cancer', 'lawyer', 'biting', 'farmer', 'water pollution', 'government corruption', 'mysterious', 'paranoid', 'grim', '1990s', 'somber', 'based on magazine, newspaper or article', 'anxious', 'legal thriller', 'chemical contamination', 'blood test', 'clinical', 'suspenseful', 'critical', 'foreboding', 'ominous']"
2025-02-20,Johnny Corncob,1973,https://boxd.it/10eS,4.0,1970,"['Adventure', 'Animation', 'Fantasy']",no,41078,78,hu,"['romance', 'based on song, poem or rhyme', 'adult animation', 'quest', 'war', 'underworld']"
2025-02-21,Robot Dreams,2023,https://boxd.it/vBZm,4.5,2020,"['Animation', 'Drama', 'Comedy', 'Science Fiction']",no,838240,102,es,"['friendship', 'based on comic', 'bromance', 'summer', 'robot', 'silent film', 'adult animation']"
2025-02-23,Companion,2025,https://boxd.it/F04o,3.5,2020,"['Horror', 'Science Fiction', 'Thriller']",no,1084199,97,en,"['android', 'artificial intelligence (a.i.)', 'cabin', 'robot', 'boyfriend girlfriend relationship', 'duringcreditsstinger', 'meditative', 'thoughtful', 'philosophical', 'robot girl', 'unassuming', 'reflective', 'weekend getaway', 'complex', 'wonder', 'human android relationship', 'toxic relationship', 'loving', 'introspective', 'abusive relationship', 'inspirational', 'malfunctioning android', 'sentient machine', 'provocative', 'dramatic', 'sci-fi horror', 'admiring', 'bold', 'compassionate', 'dignified', 'earnest', 'empathetic', 'hopeful', 'objective', 'optimistic', 'scathing', 'sincere', 'sympathetic', 'tragic', 'human vs machines', 'cybernetics', 'android horror']"
2025-03-01,Flow,2024,https://boxd.it/v1Ei,4.0,2020,['Animation'],no,1281775,8,en,"['dance', 'public art', 'western art', 'short film']"
2025-03-02,Memoir of a Snail,2024,https://boxd.it/EgX8,3.5,2020,"['Animation', 'Drama', 'Comedy']",no,1064486,94,en,"['depression', 'difficult childhood', 'death of father', 'stop motion', 'foster family', 'adult animation', 'death in childbirth', 'broken family', 'claymation', 'brother sister relationship', 'snail']"
2025-03-08,Monster,2023,https://boxd.it/DJEM,4.0,2020,"['Thriller', 'Horror']",no,1203484,84,xx,"['escape', 'kidnapping', 'trunk', 'remake', 'psychological thriller', 'child kidnapping', 'kids', 'escape plan', 'psychological mystery', 'psychological', 'suspense', 'psychological horror', 'suspenseful', 'intense']"
2025-03-10,The Northman,2022,https://boxd.it/nK2s,4.0,2020,"['Action', 'Adventure', 'Fantasy']",no,639933,137,en,"['father murder', 'sword', 'prince', 'gore', 'vikings (norsemen)', 'iceland', 'death of father', 'northern ireland', 'sword fight', 'revenge', 'fate', 'king', 'brutality', 'hamlet', 'based on myths, legends or folklore', 'shocking', 'nordic', '10th century', 'wonder', 'fantasy', 'dramatic', 'admiring', 'amused', 'commanding', 'tragic']"
2025-03-16,The Conversation,1974,https://boxd.it/2a38,4.0,1970,"['Crime', 'Drama', 'Mystery']",no,592,114,en,"['shadowing', 'san francisco, california', 'technology', 'spy', 'audio tape', 'paranoia', 'wiretap', 'saxophone', 'conspiracy', 'tragic event', 'surveillance', 'voyeurism']"
2025-04-07,The Game,1997,https://boxd.it/26vC,4.0,1990,"['Drama', 'Thriller', 'Mystery']",no,2649,129,en,"['suicide', 'sibling relationship', 'san francisco, california', 'birthday', 'gun', 'key', 'manipulation', 'restaurant', 'danger of life', 'birthday party', 'puzzle', 'game', 'millionaire', 'surprising', 'trapped in an elevator', 'birthday present', 'investment banker']"
2025-04-24,Demonlover,2002,https://boxd.it/1xz0,4.0,2000,"['Drama', 'Mystery', 'Thriller']",no,24488,121,fr,"['adult animation', 'hentai', 'new french extremism']"
2025-04-27,The Housemaid,1960,https://boxd.it/WJs,4.0,1960,"['Crime', 'Drama']",no,42506,112,ko,"['infidelity', 'poison', 'music teacher', 'piano lessons', 'black and white', 'maid', 'infatuation', 'rat', 'housemaid', 'uninvited guest', 'horror mystery']"
2025-04-29,Sinners,2025,https://boxd.it/KQMM,4.5,2020,"['Horror', 'Action', 'Thriller']",no,1233413,138,en,"['chicago, illinois', 'capitalism', 'ku klux klan', 'musician', 'immortality', 'vampire', 'surrealism', 'sin', 'alcoholism', 'vampire hunter (slayer)', 'church', 'twins', 'blunt', 'estranged wife', 'dual role', 'cousin relationship', 'death of daughter', 'blues music', 'aftercreditsstinger', 'klansmen', '1990s', '1930s', 'salvation', 'assimilation', 'chinese immigrant', 'brother brother relationship', 'southern gothic', 'afro-descendants', 'cousins', 'supernatural horror', 'playful', 'train station', 'mississippi', 'frightened']"
2025-05-10,The Ugly Stepsister,2025,https://boxd.it/MZBM,4.0,2020,"['Horror', 'Comedy', 'Fantasy', 'Drama']",yes,1284120,109,no,"['satire', 'based on fairy tale', 'shocking', 'beauty standards', 'desperate', 'stepmother stepdaughter relationship', 'independent film', 'body horror', 'psychological horror', 'horror', 'cinderella story', 'baffled', 'bold', 'brisk', 'exuberant', 'forceful']"
2025-05-13,To Sleep with Anger,1990,https://boxd.it/3iqG,4.5,1990,['Drama'],no,94725,101,en,"['los angeles, california', 'drifter', 'uninvited guest', 'l.a. rebellion']"
2025-05-15,The Company of Wolves,1984,https://boxd.it/1SO6,3.0,1980,"['Horror', 'Fantasy']",no,11905,95,en,"['dreams', 'grandparent grandchild relationship', 'wolf', 'fairy tale', 'halloween', 'little red riding hood', 'werewolf', 'ireland', 'grandmother', 'dark fairy tale', 'dark forest', 'fairytale']"
2025-05-20,The Long Goodbye,1973,https://boxd.it/281O,4.0,1970,"['Mystery', 'Drama', 'Crime']",no,1847,112,en,"['infidelity', 'suicide', 'corruption', 'police', 'cat', 'detective', 'greed', 'mission of murder', 'penthouse apartment', 'police operation', 'usa–mexico border', 'alcoholism', 'murder', 'chain smoking', 'whodunit', 'los angeles, california', 'interrogation', 'hit by a car', 'private eye', 'neo-noir', 'abuse', 'abusive boyfriend']"
2025-05-22,Sorcerer,1977,https://boxd.it/14J6,4.5,1970,"['Thriller', 'Adventure', 'Drama']",no,38985,122,en,"['life and death', 'new jersey', 'based on novel or book', 'central and south america', 'explosive', 'dynamite', 'car journey', 'jerusalem', 'cynicism', 'nicaragua', 'sin', 'nitroglycerin', 'remake', 'fate', 'purgatory', 'oil', 'poverty', 'terrorism', 'explosion', 'church', 'criminal', 'central america', 'south america', 'bandit', 'death', 'destiny', 'rope bridge', 'oil well', 'existentialism', 'nervous', 'paris']"
2025-05-25,Mission: Impossible – The Final Reckoning,2025,https://boxd.it/l7A2,3.0,2020,"['Action', 'Adventure', 'Thriller']",no,575265,170,en,"['mask', 'artificial intelligence (a.i.)', 'diving', 'submarine', 'espionage', 'spy', 'nuclear missile', 'fake identity', 'secret agent', 'stunt', 'sequel', 'infiltration', 'terrorist plot', 'fictional government agency', 'misinformation', 'government agency', 'complex', 'based on tv series', 'secret government agency']"
2025-05-26,The Celebration,1998,https://boxd.it/2aCM,4.5,1990,['Drama'],no,309,105,da,"['daughter', 'depression', 'infidelity', 'child abuse', 'suicide', 'parent child relationship', 'birthday', 'country house', 'twin sister', 'trauma', 'racism', 'family reunion', 'denial', 'lecture', 'death of sister', 'drunkenness', 'dinner party', 'angry', 'kids', 'child sexual abuse', 'dramatic', 'dogme 95', 'intense', 'depressing']"
2025-05-28,The Loved Ones,2009,https://boxd.it/NdC,3.0,2000,['Horror'],no,46420,84,en,"['high school', 'escape', 'killing', 'revenge', 'prom', 'torture']"
2025-05-30,The Final Destination,2009,https://boxd.it/1EmW,2.0,2000,"['Horror', 'Mystery']",no,19912,82,en,"['dying and death', 'plan', 'car race', 'gore', 'stock car racing', 'car crash', 'premonition', 'vision', 'death', 'cheating death', 'supernatural horror', 'horror', 'teen scream']"
2025-05-30,The Wolf House,2018,https://boxd.it/i1vE,4.0,2010,"['Animation', 'Horror', 'Drama']",no,499537,75,es,"['germany', 'chile', 'pinochet regime', 'stop motion', 'military dictatorship', 'adult animation', 'colonia dignidad']"
2025-06-05,Tea and Sympathy,1956,https://boxd.it/9Hi,4.5,1950,['Drama'],no,63096,122,en,"['based on play or musical', 'school', 'high school student', 'older woman younger man relationship', 'lgbt', 'preparatory school', ""boys' school"", 'sister boy', 'gay theme']"
2025-06-08,D.E.B.S.,2004,https://boxd.it/2aaS,4.0,2000,"['Action', 'Comedy', 'Romance']",yes,540,91,en,"['coming out', 'spy', 'punk rock', 'satire', 'lesbian relationship', 'covert operation', 'female protagonist', 'in the closet', 'female spy', 'lgbt', 'subversion', 'female agent', 'schoolgirl uniform', 'lip synching', 'plaid', 'thesis', 'german girl', 'french girl', 'woman director', 'spy spoof', 'teen spy', 'loving', 'lesbian', 'spies', 'spy comedy']"
2025-06-11,Peppermint Soda,1977,https://boxd.it/2NiG,4.5,1970,"['Comedy', 'Drama']",no,80220,101,fr,"['friendship', 'sibling relationship', 'paris, france', 'parent child relationship', 'school', 'woman director']"
2025-06-25,28 Weeks Later,2007,https://boxd.it/28Bi,3.0,2000,"['Horror', 'Thriller', 'Science Fiction']",no,1562,100,en,"['dying and death', 'london, england', 'sibling relationship', 'chaos', 'loss of loved one', 'mutant', 'supernatural', 'survival', 'on the run', 'zombie', 'escapade', 'virus', 'plague', 'female corpse', 'deadly']"
2025-07-12,Bring Her Back,2025,https://boxd.it/Hxlc,3.5,2020,['Horror'],no,1151031,104,en,"['sibling relationship', 'ritual', 'supernatural', 'death of father', 'grief', 'death', 'death of daughter', 'shocking', 'foster mom', 'blind child', 'supernatural horror', 'gaslighting', 'body horror', 'horror', 'tragic']"
2025-07-14,Witness for the Prosecution,1957,https://boxd.it/18H4,4.5,1950,"['Drama', 'Mystery', 'Crime']",no,37257,116,en,"['based on novel or book', 'nurse', 'widow', 'cigarette', 'letter', 'trial', 'murder', 'lawyer', 'courtroom', 'murder mystery', 'tiki culture']"
2025-07-18,Superman,2025,https://boxd.it/E9IU,4.5,2020,"['Science Fiction', 'Adventure', 'Action']",no,1061474,130,en,"['journalist', 'hero', 'superhero', 'nerd', 'villain', 'based on comic', 'alien', 'alter ego', 'dog', 'super power', 'aftercreditsstinger', 'duringcreditsstinger', 'supervillain', 'dc universe (dcu)']"
2025-07-30,The Ear,1970,https://boxd.it/38Sg,4.0,1970,"['Drama', 'War']",no,155968,98,pl,[]
2025-07-30,A History of Violence,2005,https://boxd.it/2bfa,3.0,2000,"['Drama', 'Thriller', 'Crime']",no,59,96,en,"['small town', 'hero', 'robbery', 'indiana, usa', 'distrust', 'philadelphia, pennsylvania', 'dual identity', 'double life', 'fight', 'identity', 'self-defense', 'marriage', 'diner', 'mistaken identity', 'family relationships', 'irish mob', 'revenge', 'mobster', 'lawyer', 'attempted robbery', 'based on graphic novel']"
2025-07-30,Death of a Unicorn,2025,https://boxd.it/HCPm,2.5,2020,"['Horror', 'Fantasy', 'Comedy']",no,1153714,107,en,"['dark comedy', 'blunt', 'macabre', 'unicorn', 'dark fantasy', 'cautionary', 'father daughter estrangement', 'critical', 'instructive']"
2025-07-30,Another Gay Movie,2006,https://boxd.it/1Rdo,1.0,2000,"['Comedy', 'Romance']",no,12795,94,en,"['high school', 'parody', 'loss of virginity', 'coming of age', 'spoof', 'teacher student relationship', 'teen comedy', 'sex toy', 'lgbt', 'sex comedy', 'voyeurism', 'gay friend', 'gay theme', 'best friends']"
2025-07-30,Alma's Rainbow,1994,https://boxd.it/8yF8,3.0,1990,"['Comedy', 'Drama']",no,279753,85,en,"['aunt niece relationship', 'coming of age', 'beauty salon', 'teenage girl', 'overbearing mother', 'womanhood', 'brooklyn, new york city', 'teenage daughter', 'woman director', 'salon', 'salon owner', 'hair salon', 'mother daughter relationship', 'sister sister relationship', 'teenage protagonist', 'black community', 'sisters', 'break dance', 'black woman', 'flamboyant woman', 'influential aunt or uncle']"
2025-07-30,The Watermelon Woman,1996,https://boxd.it/RRc,3.5,1990,"['Drama', 'Comedy', 'Romance']",no,44479,85,en,"['lgbt', 'woman director', 'black lgbt', 'philosophical', 'adoring', 'celebratory', 'vibrant']"
2025-07-30,The Trial,1962,https://boxd.it/25Xg,4.0,1960,"['Crime', 'Drama', 'Mystery']",no,3009,119,en,"['bureaucracy', 'based on novel or book', 'court', 'society', 'sexuality', 'paranoia', 'dystopia', 'fascism', 'surreal', 'surrealism', 'trial', 'confusion', 'judgment', 'hegemony', 'church', 'interrogation', 'courtroom', 'oppression', 'uncle nephew relationship', 'oneiric', 'discrimination', 'guilty conscience', 'power relations', 'hierarchy', 'painter as artist', 'accusation', 'legal system', 'judicial system', 'anxious', 'office worker', 'franz kafka', 'law', 'ambiguity', 'surrealistic', 'enigma', 'social absurdity', 'ambiguous', 'human & society']"
2025-08-01,Minority Report,2002,https://boxd.it/2aWi,4.0,2000,"['Science Fiction', 'Action', 'Thriller']",no,180,145,en,"['washington dc, usa', 'police chief', 'precognition', 'hologram', 'futuristic', 'murder', 'conspiracy', 'police chase', 'drugs', 'biting', 'home video', 'based on short story', 'ex-husband ex-wife relationship', 'mentor protégé relationship', 'tech noir', 'stasis', 'paranoid', 'prevention', 'missing son', 'future noir', 'loss of child', 'surveillance state', 'psychic vision', 'conspiracy thriller', '2050s', 'suspenseful', 'critical', 'intense']"
2025-08-01,The Vanishing,1988,https://boxd.it/1ZTW,3.5,1980,"['Thriller', 'Mystery']",no,8740,106,nl,"['loss of loved one', 'kidnapping', 'roadhouse', 'disappearance', 'missing person', 'curious', 'mysterious disappearance', 'search for wife']"
2025-08-02,Dumplings,2004,https://boxd.it/1ZgA,4.0,2000,['Horror'],no,9060,91,cn,"['beauty', 'deceived wife', 'eternal youth', 'masseuse']"
2025-08-03,The Fantastic 4: First Steps,2025,https://boxd.it/mP6C,3.5,2020,"['Science Fiction', 'Adventure', 'Action']",no,617126,115,en,"['strong woman', 'superhero', 'based on comic', 'end of the world', 'family', 'super power', 'superhero team', 'alternative reality', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', '1960s', 'retrofuturism', 'clinical', 'intense', 'assertive', 'exhilarated', 'ridiculous']"
2025-08-05,Strange Days,1995,https://boxd.it/2aGO,3.0,1990,"['Crime', 'Drama', 'Science Fiction', 'Thriller']",no,281,145,en,"[""new year's eve"", 'future', 'pornography', 'prostitute', 'police brutality', 'dreams', 'rape', 'police', 'virtual reality', 'paranoia', 'ex-girlfriend', 'bodyguard', 'rapper', 'dystopia', 'minidisc', 'ex-cop', 'murder', 'cyberpunk', 'los angeles, california', 'criminal', 'private detective', 'revolt', 'tech noir', 'woman director']"
2025-08-08,The Monkey,2025,https://boxd.it/Gwiu,2.0,2020,"['Horror', 'Comedy']",no,1124620,97,en,"['sibling relationship', 'shotgun', 'supernatural', 'drums', 'harpoon', 'dark comedy', 'gore', 'twin brother', 'maine', 'decapitation', 'accidental death', 'wasp', 'monkey', 'exploding body', 'death', 'evil', 'evil twin', 'based on short story', 'macabre', 'dual role', 'aftercreditsstinger', 'cursed', '1990s', 'father son relationship', 'mother son relationship', 'brother brother relationship', 'toy monkey', 'supernatural horror', 'toy', 'lighthearted', 'cursed object', 'horror', 'japanese restaurant', 'father son estrangement', 'black comedy']"
2025-08-10,Final Destination Bloodlines,2025,https://boxd.it/l5y4,3.0,2020,"['Horror', 'Mystery']",no,574475,110,en,"['restaurant', 'gore', 'sequel', 'premonition', 'fate', 'family', 'death', 'psychotic', 'taunting', 'hard', 'near-death experience', 'shocking', 'paranoid', 'hostile', 'hopeless', 'insecure', '1960s', 'satirical', 'ironic', 'cheating death', 'malicious', 'suspicious', 'supernatural horror', 'vindictive', 'negative', 'horror', 'tense', 'hilarious', 'callous', 'cruel', 'disheartening', 'frightened', 'ghoulish', 'horrified', 'inflammatory', 'mean spirited', 'mocking', 'ominous', 'pessimistic', 'sarcastic', 'sardonic', 'tragic', 'teen scream']"
2025-08-14,Naked Acts,1996,https://boxd.it/8baQ,4.0,1990,"['Comedy', 'Drama']",no,271680,87,en,['woman director']
2025-08-23,The Piano Teacher,2001,https://boxd.it/2886,4.5,2000,"['Drama', 'Romance']",no,1791,131,fr,"['mother', 'concert', 'based on novel or book', 'fetish', 'conservatory', 'masochism', 'victim', 'piano lessons', 'teacher', 'love', 'perversion', 'loneliness', 'female protagonist', 'pianist', 'attraction', 'vienna, austria', 'desire', 'domineering mother', 'older woman younger man relationship', 'character study', 'voyeurism', 'piano', 'abuse', 'repression', 'self-harm', 'complex', 'mother daughter relationship', 'age-gap relationship', 'kink', 'power dynamics', 'romantic', 'bold']"
2025-08-31,Weapons,2025,https://boxd.it/EMTM,4.0,2020,"['Horror', 'Mystery']",no,1078605,129,en,"['witch', 'small town', 'pennsylvania, usa', 'ritual', 'junkie', 'teacher', 'trance', 'witchcraft', 'clown makeup', 'multiple storylines', 'bullied', 'dark fairy tale', 'unstable cop', 'supernatural horror', 'mysterious disappearance', 'spell', 'psychological horror', 'mystery', 'evil aunt', 'amused', 'ominous', 'missing children']"
2025-09-15,I Saw the TV Glow,2024,https://boxd.it/woVe,5.0,2020,"['Drama', 'Horror', 'Fantasy']",yes,858017,100,en,"['high school', 'friendship', 'loss of sense of reality', 'sexuality', 'identity', 'obsession', 'surrealism', 'asthma', 'sleepover', 'nostalgia', 'buried alive', 'suburbia', 'coming of age', 'loneliness', 'arcade', 'vhs', 'tv show in film', 'guilt', 'lgbt', 'lgbt teen', 'planetarium', 'running away', 'gender dysphoria', 'existentialism', '1990s', 'repression', 'escapism', 'subconscious', '2000s', '2010s', 'gay theme', 'queer horror', 'movie theater', 'bar', 'independent film', 'body horror', 'teenager', 'liminal space', 'nonbinary director', 'awestruck', 'gloomy']"
2025-09-19,Benedetta,2021,https://boxd.it/gdNQ,3.5,2020,"['History', 'Drama', 'Romance']",no,454527,131,fr,"['suicide', 'based on novel or book', 'nun', 'italy', 'based on true story', 'trial', 'lesbian relationship', 'torture', 'mother superior', 'lgbt', 'convent (nunnery)', 'plague', 'nunsploitation', '17th century', 'flagellation', 'peep hole', 'lesbian nun', 'visions', 'provocative']"
2025-09-20,The Devils,1971,https://boxd.it/1inI,4.0,1970,"['Drama', 'History', 'Horror']",no,31767,114,en,"['nun', 'chaos', 'christianity', 'inquisition', 'exploitation', 'satire', 'surrealism', 'biography', 'based on true story', 'sin', 'hysteria', 'priest', 'torture', 'roman catholic church', 'blasphemy', 'convent (nunnery)', 'nunsploitation', '17th century', 'grim', 'religious controversy', 'sexual perversion', 'absurd', 'banned film', 'bold']"
2025-10-08,Fascination,1979,https://boxd.it/1ncU,3.0,1970,['Horror'],no,29562,80,fr,"['rape', 'eroticism', 'castle', 'cult', 'knife', 'thief', 'aristocrat', 'erotic movie', 'erotic']"
2025-10-13,Body Bags,1993,https://boxd.it/1iNc,3.5,1990,"['Horror', 'Comedy', 'TV Movie', 'Science Fiction']",no,31578,95,en,"['baseball', 'anthology', 'mechanic', 'hair loss', 'sinister']"
2025-10-15,Blithe Spirit,1945,https://boxd.it/1FLo,5.0,1940,"['Comedy', 'Fantasy']",no,19072,96,en,"['love triangle', 'married couple', 'exorcism', 'medium', 'based on play or musical', 'murder', 'trance', 'author', 'maid', 'widower', 'novelist', 'screwball comedy', 'ghost', 'séance', 'technicolor', 'mystery writer']"
2025-10-16,Lifeforce,1985,https://boxd.it/1SGw,3.5,1980,"['Horror', 'Science Fiction', 'Action', 'Mystery']",no,11954,102,en,"['space marine', 'flying saucer', 'vampire', 'comet', 'alien', ""halley's comet""]"
2025-10-17,Immaculate,2024,https://boxd.it/Douw,2.0,2020,"['Horror', 'Mystery', 'Thriller']",no,1041613,89,en,"['nun', 'italy', 'pregnancy', 'priest', 'female protagonist', 'church', 'convent (nunnery)', 'dark secret', 'shocking', 'unassuming', 'religious horror', 'body horror']"
2025-10-19,The Incredibly True Adventure of Two Girls in Love,1995,https://boxd.it/1nDc,5.0,1990,"['Comedy', 'Drama', 'Romance']",yes,29371,94,en,"['coming out', 'birthday', 'gas station', 'romcom', 'lesbian relationship', 'interracial relationship', 'teenage girl', 'class differences', 'teenage love', 'group of friends', 'first love', 'lgbt', 'interracial couple', 'woman director', 'filling station', 'lesbian']"
2025-10-23,Peacock,2024,https://boxd.it/Lm4s,3.5,2020,['Comedy'],no,380282,27,cs,"['gay theme', 'student film']"
2025-10-24,No Other Choice,2025,https://boxd.it/nKiA,4.5,2020,"['Crime', 'Thriller', 'Comedy']",no,639988,139,ko,"['based on novel or book', 'remake', 'devoted family man', 'comedy thriller', 'black comedy']"
2025-10-25,Sentimental Value,2025,https://boxd.it/GwcG,4.0,2020,"['Drama', 'Comedy']",no,1124566,135,no,"['filmmaking', 'generational', 'oslo, norway', 'father daughter relationship', 'sister sister relationship', 'memories']"
2025-10-25,The Plague,2025,https://boxd.it/QMbO,4.0,2020,"['Drama', 'Horror']",no,1370814,95,en,"['summer camp', 'camp', 'water polo', 'psychological horror', 'horror', 'teens']"
2025-10-26,Frankenstein,2025,https://boxd.it/Ecsg,4.0,2020,"['Drama', 'Horror', 'Fantasy']",no,1062722,150,en,"['monster', 'based on novel or book', 'supernatural', 'mad scientist', 'reanimation', 'frankenstein', 'dramatic', 'intense', 'monster horror']"
2025-10-26,Arco,2025,https://boxd.it/uh7C,4.0,2020,"['Animation', 'Adventure', 'Science Fiction', 'Fantasy']",no,804370,88,fr,[]
2025-10-27,Hamnet,2025,https://boxd.it/woVy,4.5,2020,"['Drama', 'Romance']",no,858024,126,en,"['based on novel or book', 'grief', 'death of son', 'woman director', '16th century', 'william shakespeare']"
2025-10-27,Romería,2025,https://boxd.it/IR3k,3.0,2020,['Drama'],no,1182861,114,es,"['heroin', 'family drama', 'spanish transition', 'hiv/aids epidemic']"
2025-10-27,Rental Family,2025,https://boxd.it/JQOw,4.0,2020,"['Drama', 'Comedy']",no,1208348,110,en,"['self-discovery', 'tokyo, japan', 'expatriate', 'actor']"
2025-10-28,Mufasa: The Lion King,2024,https://boxd.it/sE9C,2.0,2020,"['Adventure', 'Family', 'Animation']",no,762509,118,en,"['friendship', 'paradise', 'lion', 'musical', 'prequel', 'jungle', 'told in flashback', 'betrayal by friend', 'chance meeting', 'live action remake', 'found family', 'lost']"
2025-10-30,Vampyres,1974,https://boxd.it/1kmW,3.0,1970,['Horror'],no,30885,88,en,['vampire']
2025-11-05,Bugonia,2025,https://boxd.it/qeWY,3.5,2020,"['Science Fiction', 'Crime', 'Thriller']",no,701387,119,en,"['saving the world', 'capitalism', 'kidnapping', 'paranoia', 'delusion', 'symbolism', 'dark comedy', 'satire', 'remake', 'extraterrestrial', 'alien invasion', 'power politics', 'mental illness', 'hierarchy', 'global threat', 'absurdism', 'political conflict', 'alien conspiracy', 'ecologism', 'social critique', 'suspenseful', 'black comedy']"
2025-11-05,Chainsaw Man – The Movie: Reze Arc,2025,https://boxd.it/Kgyu,4.5,2020,"['Animation', 'Action', 'Romance', 'Fantasy']",no,1218925,100,ja,"['regret', 'fight', 'identity', 'supernatural', 'manipulation', 'secret organization', 'gore', 'sequel', 'loneliness', 'chainsaw', 'based on manga', 'demon', 'adult animation', 'tragic romance', 'aggressive', 'shounen', 'anime', 'intimate', 'dramatic', 'sentimental', 'intense', 'exuberant']"
2025-11-13,American Mary,2012,https://boxd.it/48WY,2.0,2010,"['Horror', 'Thriller']",no,126277,102,en,"['amputation', 'gore', 'plastic surgery', 'torture', 'surgery', 'woman director', 'body modification', 'exhilarated']"
